Nr	Name	No_of_Customers	No_of_Items	Time_Windows
1428	1428_BED-Amazon_n76_m259_bt42	76	259	0
1429	1429_BED-Amazon_n158_m220_bt33	158	220	0
1430	1430_BED-Amazon_n111_m233_bt38	111	233	0
1431	1431_BED-Amazon_n53_m165_bt29	53	165	0
1432	1432_BED-Amazon_n111_m211_bt26	111	211	0
1433	1433_BED-Amazon_n108_m236_bt28	108	236	0
1434	1434_BED-Amazon_n98_m221_bt33	98	221	0
1435	1435_BED-Amazon_n167_m244_bt26	167	244	0
1436	1436_BED-Amazon_n157_m245_bt34	157	245	0
1437	1437_BED-Amazon_n177_m280_bt42	177	280	0
1438	1438_BED-Amazon_n187_m283_bt38	187	283	0
1439	1439_BED-Amazon_n70_m173_bt26	70	173	0
1440	1440_BED-Amazon_n167_m227_bt31	167	227	0
1441	1441_BED-Amazon_n176_m291_bt33	176	291	0
1442	1442_BED-Amazon_n86_m192_bt35	86	192	0
1443	1443_BED-Amazon_n157_m247_bt34	157	247	0
1444	1444_BED-Amazon_n135_m240_bt29	135	240	0
1445	1445_BED-Amazon_n114_m174_bt25	114	174	0
1446	1446_BED-Amazon_n176_m230_bt28	176	230	0
1447	1447_BED-Amazon_n180_m245_bt30	180	245	0
1448	1448_BED-Amazon_n79_m285_bt32	79	285	0
1449	1449_BED-Amazon_n180_m269_bt28	180	269	0
1450	1450_BED-Amazon_n126_m206_bt24	126	206	0
1451	1451_BED-Amazon_n137_m248_bt32	137	248	0
1452	1452_BED-Amazon_n188_m284_bt27	188	284	0
1453	1453_BED-Amazon_n133_m247_bt34	133	247	0
1454	1454_BED-Amazon_n119_m207_bt31	119	207	0
1455	1455_BED-Amazon_n144_m217_bt27	144	217	0
1456	1456_BED-Amazon_n76_m192_bt32	76	192	0
1457	1457_BED-Amazon_n140_m201_bt26	140	201	0
1458	1458_BED-Amazon_n141_m201_bt29	141	201	0
1459	1459_BED-Amazon_n192_m257_bt27	192	257	0
1460	1460_BED-Amazon_n195_m260_bt34	195	260	0
1461	1461_BED-Amazon_n174_m226_bt32	174	226	0
1462	1462_BED-Amazon_n160_m220_bt27	160	220	0
1463	1463_BED-Amazon_n95_m202_bt32	95	202	0
1464	1464_BED-Amazon_n103_m240_bt32	103	240	0
1465	1465_BED-Amazon_n103_m184_bt22	103	184	0
1466	1466_BED-Amazon_n182_m253_bt28	182	253	0
1467	1467_BED-Amazon_n128_m235_bt40	128	235	0
1468	1468_BED-Amazon_n200_m263_bt33	200	263	0
1469	1469_BED-Amazon_n115_m256_bt29	115	256	0
1470	1470_BED-Amazon_n164_m246_bt29	164	246	0
1471	1471_BED-Amazon_n132_m180_bt26	132	180	0
1472	1472_BED-Amazon_n186_m241_bt28	186	241	0
1473	1473_BED-Amazon_n94_m210_bt35	94	210	0
1474	1474_BED-Amazon_n201_m257_bt30	201	257	0
1475	1475_BED-Amazon_n157_m269_bt36	157	269	0
1476	1476_BED-Amazon_n118_m205_bt33	118	205	0
1477	1477_BED-Amazon_n156_m268_bt32	156	268	0
1478	1478_BED-Amazon_n173_m268_bt30	173	268	0
1479	1479_BED-Amazon_n163_m242_bt30	163	242	0
1480	1480_BED-Amazon_n164_m235_bt29	164	235	0
1481	1481_BED-Amazon_n151_m234_bt36	151	234	0
1482	1482_BED-Amazon_n96_m151_bt24	96	151	0
1483	1483_BED-Amazon_n75_m212_bt31	75	212	0
1484	1484_BED-Amazon_n113_m183_bt38	113	183	0
1485	1485_BED-Amazon_n143_m191_bt19	143	191	0
1486	1486_BED-Amazon_n197_m241_bt24	197	241	0
1487	1487_BED-Amazon_n154_m222_bt26	154	222	0
1488	1488_BED-Amazon_n109_m255_bt31	109	255	0
1489	1489_BED-Amazon_n121_m264_bt36	121	264	0
1490	1490_BED-Amazon_n103_m262_bt31	103	262	0
1491	1491_BED-Amazon_n153_m261_bt28	153	261	0
1492	1492_BED-Amazon_n102_m271_bt41	102	271	0
1493	1493_BED-Amazon_n154_m219_bt32	154	219	0
1494	1494_BED-Amazon_n126_m254_bt34	126	254	0
1495	1495_BED-Amazon_n201_m296_bt39	201	296	0
1496	1496_BED-Amazon_n139_m176_bt34	139	176	0
1497	1497_BED-Amazon_n179_m280_bt35	179	280	0
1498	1498_BED-Amazon_n110_m206_bt43	110	206	0
1499	1499_BED-Amazon_n108_m158_bt29	108	158	0
1500	1500_BED-Amazon_n98_m221_bt30	98	221	0
1501	1501_BED-Amazon_n134_m259_bt33	134	259	0
1502	1502_BED-Amazon_n176_m254_bt30	176	254	0
1503	1503_BED-Amazon_n72_m206_bt31	72	206	0
1504	1504_BED-Amazon_n170_m294_bt35	170	294	0
1505	1505_BED-Amazon_n145_m221_bt28	145	221	0
1506	1506_BED-Amazon_n141_m207_bt28	141	207	0
1507	1507_BED-Amazon_n78_m218_bt23	78	218	0
1508	1508_BED-Amazon_n81_m232_bt29	81	232	0
1509	1509_BED-Amazon_n156_m261_bt31	156	261	0
1510	1510_BED-Amazon_n197_m243_bt33	197	243	0
1511	1511_BED-Amazon_n153_m242_bt31	153	242	0
1512	1512_BED-Amazon_n105_m223_bt30	105	223	0
1513	1513_BED-Amazon_n180_m247_bt27	180	247	0
1514	1514_BED-Amazon_n190_m298_bt39	190	298	0
1515	1515_BED-Amazon_n182_m237_bt27	182	237	0
1516	1516_BED-Amazon_n126_m266_bt35	126	266	0
1517	1517_BED-Amazon_n110_m230_bt29	110	230	0
1518	1518_BED-Amazon_n101_m287_bt32	101	287	0
1519	1519_BED-Amazon_n81_m214_bt34	81	214	0
1520	1520_BED-Amazon_n176_m254_bt37	176	254	0
1521	1521_BED-Amazon_n139_m232_bt27	139	232	0
1522	1522_BED-Amazon_n150_m245_bt34	150	245	0
1523	1523_BED-Amazon_n113_m269_bt37	113	269	0
1524	1524_BED-Amazon_n201_m288_bt32	201	288	0
1525	1525_BED-Amazon_n180_m246_bt33	180	246	0
1526	1526_BED-Amazon_n164_m270_bt35	164	270	0
1527	1527_BED-Amazon_n145_m239_bt25	145	239	0
1528	1528_BED-Amazon_n150_m222_bt28	150	222	0
1529	1529_BED-Amazon_n134_m251_bt33	134	251	0
1530	1530_BED-Amazon_n216_m299_bt28	216	299	0
1531	1531_BED-Amazon_n173_m276_bt31	173	276	0
1532	1532_BED-Amazon_n156_m269_bt33	156	269	0
1533	1533_BED-Amazon_n95_m283_bt33	95	283	0
1534	1534_BED-Amazon_n192_m260_bt31	192	260	0
1535	1535_BED-Amazon_n164_m287_bt36	164	287	0
1536	1536_BED-Amazon_n145_m249_bt32	145	249	0
1537	1537_BED-Amazon_n158_m292_bt33	158	292	0
1538	1538_BED-Amazon_n117_m171_bt31	117	171	0
1539	1539_BED-Amazon_n156_m230_bt23	156	230	0
1540	1540_BED-Amazon_n135_m256_bt31	135	256	0
1541	1541_BED-Amazon_n163_m264_bt35	163	264	0
1542	1542_BED-Amazon_n115_m252_bt30	115	252	0
1543	1543_BED-Amazon_n143_m264_bt34	143	264	0
1544	1544_BED-Amazon_n138_m237_bt32	138	237	0
1545	1545_BED-Amazon_n158_m246_bt35	158	246	0
1546	1546_BED-Amazon_n142_m205_bt25	142	205	0
1547	1547_BED-Amazon_n166_m286_bt37	166	286	0
1548	1548_BED-Amazon_n147_m281_bt38	147	281	0
1549	1549_BED-Amazon_n149_m198_bt29	149	198	0
1550	1550_BED-Amazon_n98_m184_bt32	98	184	0
1551	1551_BED-Amazon_n170_m244_bt30	170	244	0
1552	1552_BED-Amazon_n143_m226_bt29	143	226	0
1553	1553_BED-Amazon_n195_m263_bt26	195	263	0
1554	1554_BED-Amazon_n155_m230_bt22	155	230	0
1555	1555_BED-Amazon_n159_m257_bt32	159	257	0
1556	1556_BED-Amazon_n151_m230_bt32	151	230	0
1557	1557_BED-Amazon_n168_m264_bt37	168	264	0
1558	1558_BED-Amazon_n142_m230_bt31	142	230	0
1559	1559_BED-Amazon_n106_m151_bt22	106	151	0
1560	1560_BED-Amazon_n180_m261_bt37	180	261	0
1561	1561_BED-Amazon_n141_m229_bt28	141	229	0
1562	1562_BED-Amazon_n203_m295_bt36	203	295	0
1563	1563_BED-Amazon_n144_m298_bt36	144	298	0
1564	1564_BED-Amazon_n151_m261_bt30	151	261	0
1565	1565_BED-Amazon_n129_m228_bt28	129	228	0
1566	1566_BED-Amazon_n167_m272_bt29	167	272	0
1567	1567_BED-Amazon_n150_m244_bt24	150	244	0
1568	1568_BED-Amazon_n180_m243_bt40	180	243	0
1569	1569_BED-Amazon_n165_m253_bt30	165	253	0
1570	1570_BED-Amazon_n131_m244_bt34	131	244	0
1571	1571_BED-Amazon_n110_m271_bt30	110	271	0
1572	1572_BED-Amazon_n187_m285_bt38	187	285	0
1573	1573_BED-Amazon_n97_m191_bt28	97	191	0
1574	1574_BED-Amazon_n139_m260_bt39	139	260	0
1575	1575_BED-Amazon_n155_m232_bt29	155	232	0
1576	1576_BED-Amazon_n129_m192_bt32	129	192	0
1577	1577_BED-Amazon_n157_m207_bt24	157	207	0
1578	1578_BED-Amazon_n166_m252_bt35	166	252	0
1579	1579_BED-Amazon_n168_m266_bt29	168	266	0
1580	1580_BED-Amazon_n131_m190_bt26	131	190	0
1581	1581_BED-Amazon_n128_m217_bt30	128	217	0
1582	1582_BED-Amazon_n152_m241_bt31	152	241	0
1583	1583_BED-Amazon_n102_m177_bt32	102	177	0
1584	1584_BED-Amazon_n177_m248_bt33	177	248	0
1585	1585_BED-Amazon_n186_m224_bt33	186	224	0
1586	1586_BED-Amazon_n170_m234_bt28	170	234	0
1587	1587_BED-Amazon_n173_m249_bt36	173	249	0
1588	1588_BED-Amazon_n127_m222_bt39	127	222	0
1589	1589_BED-Amazon_n148_m263_bt35	148	263	0
1590	1590_BED-Amazon_n117_m171_bt25	117	171	0
1591	1591_BED-Amazon_n122_m193_bt19	122	193	0
1592	1592_BED-Amazon_n185_m274_bt35	185	274	0
1593	1593_BED-Amazon_n167_m280_bt31	167	280	0
1594	1594_BED-Amazon_n74_m200_bt23	74	200	0
1595	1595_BED-Amazon_n144_m241_bt32	144	241	0
1596	1596_BED-Amazon_n114_m233_bt34	114	233	0
1597	1597_BED-Amazon_n203_m270_bt25	203	270	0
1598	1598_BED-Amazon_n176_m270_bt34	176	270	0
1599	1599_BED-Amazon_n129_m181_bt32	129	181	0
1600	1600_BED-Amazon_n101_m204_bt25	101	204	0
1601	1601_BED-Amazon_n115_m260_bt34	115	260	0
1602	1602_BED-Amazon_n92_m218_bt30	92	218	0
1603	1603_BED-Amazon_n180_m265_bt32	180	265	0
1604	1604_BED-Amazon_n123_m232_bt34	123	232	0
1605	1605_BED-Amazon_n152_m226_bt37	152	226	0
1606	1606_BED-Amazon_n147_m215_bt22	147	215	0
1607	1607_BED-Amazon_n98_m191_bt31	98	191	0
1608	1608_BED-Amazon_n157_m247_bt34	157	247	0
1609	1609_BED-Amazon_n157_m288_bt29	157	288	0
1610	1610_BED-Amazon_n152_m236_bt37	152	236	0
1611	1611_BED-Amazon_n136_m240_bt26	136	240	0
1612	1612_BED-Amazon_n120_m197_bt30	120	197	0
1613	1613_BED-Amazon_n65_m225_bt27	65	225	0
1614	1614_BED-Amazon_n124_m243_bt39	124	243	0
1615	1615_BED-Amazon_n175_m273_bt43	175	273	0
1616	1616_BED-Amazon_n169_m259_bt29	169	259	0
1617	1617_BED-Amazon_n167_m236_bt27	167	236	0
1618	1618_BED-Amazon_n168_m228_bt30	168	228	0
1619	1619_BED-Amazon_n77_m211_bt31	77	211	0
1620	1620_BED-Amazon_n84_m205_bt28	84	205	0
1621	1621_BED-Amazon_n134_m224_bt35	134	224	0
1622	1622_BED-Amazon_n132_m274_bt34	132	274	0
1623	1623_BED-Amazon_n107_m220_bt33	107	220	0
1624	1624_BED-Amazon_n173_m226_bt35	173	226	0
1625	1625_BED-Amazon_n118_m263_bt34	118	263	0
1626	1626_BED-Amazon_n97_m224_bt33	97	224	0
1627	1627_BED-Amazon_n100_m183_bt26	100	183	0
1628	1628_BED-Amazon_n142_m262_bt38	142	262	0
1629	1629_BED-Amazon_n196_m280_bt38	196	280	0
1630	1630_BED-Amazon_n113_m217_bt38	113	217	0
1631	1631_BED-Amazon_n125_m275_bt33	125	275	0
1632	1632_BED-Amazon_n161_m213_bt29	161	213	0
1633	1633_BED-Amazon_n181_m258_bt26	181	258	0
1634	1634_BED-Amazon_n176_m239_bt25	176	239	0
1635	1635_BED-Amazon_n156_m222_bt30	156	222	0
1636	1636_BED-Amazon_n178_m280_bt28	178	280	0
1637	1637_BED-Amazon_n119_m216_bt35	119	216	0
1638	1638_BED-Amazon_n111_m218_bt28	111	218	0
1639	1639_BED-Amazon_n119_m168_bt32	119	168	0
1640	1640_BED-Amazon_n49_m197_bt28	49	197	0
1641	1641_BED-Amazon_n152_m223_bt29	152	223	0
1642	1642_BED-Amazon_n145_m236_bt27	145	236	0
1643	1643_BED-Amazon_n145_m239_bt26	145	239	0
1644	1644_BED-Amazon_n162_m220_bt28	162	220	0
1645	1645_BED-Amazon_n162_m209_bt31	162	209	0
1646	1646_BED-Amazon_n93_m240_bt36	93	240	0
1647	1647_BED-Amazon_n182_m268_bt34	182	268	0
1648	1648_BED-Amazon_n85_m286_bt36	85	286	0
1649	1649_BED-Amazon_n89_m221_bt33	89	221	0
1650	1650_BED-Amazon_n148_m218_bt26	148	218	0
1651	1651_BED-Amazon_n181_m259_bt30	181	259	0
1652	1652_BED-Amazon_n157_m268_bt30	157	268	0
1653	1653_BED-Amazon_n126_m252_bt26	126	252	0
1654	1654_BED-Amazon_n163_m274_bt43	163	274	0
1655	1655_BED-Amazon_n186_m276_bt28	186	276	0
1656	1656_BED-Amazon_n144_m232_bt30	144	232	0
1657	1657_BED-Amazon_n149_m259_bt39	149	259	0
1658	1658_BED-Amazon_n120_m241_bt31	120	241	0
1659	1659_BED-Amazon_n146_m209_bt30	146	209	0
1660	1660_BED-Amazon_n164_m274_bt35	164	274	0
1661	1661_BED-Amazon_n104_m268_bt25	104	268	0
1662	1662_BED-Amazon_n114_m213_bt31	114	213	0
1663	1663_BED-Amazon_n169_m203_bt28	169	203	0
1664	1664_BED-Amazon_n124_m196_bt34	124	196	0
1665	1665_BED-Amazon_n115_m204_bt25	115	204	0
1666	1666_BED-Amazon_n192_m264_bt29	192	264	0
1667	1667_BED-Amazon_n111_m237_bt36	111	237	0
1668	1668_BED-Amazon_n158_m215_bt30	158	215	0
1669	1669_BED-Amazon_n145_m266_bt31	145	266	0
1670	1670_BED-Amazon_n147_m274_bt39	147	274	0
1671	1671_BED-Amazon_n97_m256_bt36	97	256	0
1672	1672_BED-Amazon_n196_m273_bt34	196	273	0
1673	1673_BED-Amazon_n104_m186_bt32	104	186	0
1674	1674_BED-Amazon_n136_m246_bt27	136	246	0
1675	1675_BED-Amazon_n168_m238_bt36	168	238	0
1676	1676_BED-Amazon_n152_m235_bt31	152	235	0
1677	1677_BED-Amazon_n100_m155_bt21	100	155	0
1678	1678_BED-Amazon_n161_m241_bt36	161	241	0
1679	1679_BED-Amazon_n122_m205_bt29	122	205	0
1680	1680_BED-Amazon_n167_m274_bt31	167	274	0
1681	1681_BED-Amazon_n150_m210_bt28	150	210	0
1682	1682_BED-Amazon_n157_m230_bt35	157	230	0
1683	1683_BED-Amazon_n166_m238_bt33	166	238	0
1684	1684_BED-Amazon_n153_m268_bt28	153	268	0
1685	1685_BED-Amazon_n139_m196_bt29	139	196	0
1686	1686_BED-Amazon_n132_m223_bt28	132	223	0
1687	1687_BED-Amazon_n156_m238_bt29	156	238	0
1688	1688_BED-Amazon_n161_m265_bt36	161	265	0
1689	1689_BED-Amazon_n116_m203_bt30	116	203	0
1690	1690_BED-Amazon_n167_m258_bt28	167	258	0
1691	1691_BED-Amazon_n146_m234_bt33	146	234	0
1692	1692_BED-Amazon_n113_m278_bt34	113	278	0
1693	1693_BED-Amazon_n123_m175_bt31	123	175	0
1694	1694_BED-Amazon_n187_m268_bt30	187	268	0
1695	1695_BED-Amazon_n99_m200_bt27	99	200	0
1696	1696_BED-Amazon_n133_m269_bt28	133	269	0
1697	1697_BED-Amazon_n140_m203_bt29	140	203	0
1698	1698_BED-Amazon_n126_m187_bt29	126	187	0
1699	1699_BED-Amazon_n152_m284_bt36	152	284	0
1700	1700_BED-Amazon_n204_m258_bt30	204	258	0
1701	1701_BED-Amazon_n156_m265_bt30	156	265	0
1702	1702_BED-Amazon_n84_m223_bt34	84	223	0
1703	1703_BED-Amazon_n127_m253_bt24	127	253	0
1704	1704_BED-Amazon_n166_m291_bt28	166	291	0
1705	1705_BED-Amazon_n139_m294_bt34	139	294	0
1706	1706_BED-Amazon_n148_m238_bt33	148	238	0
1707	1707_BED-Amazon_n174_m228_bt37	174	228	0
1708	1708_BED-Amazon_n115_m274_bt29	115	274	0
1709	1709_BED-Amazon_n116_m244_bt37	116	244	0
1710	1710_BED-Amazon_n138_m253_bt30	138	253	0
1711	1711_BED-Amazon_n156_m242_bt32	156	242	0
1712	1712_BED-Amazon_n144_m263_bt32	144	263	0
1713	1713_BED-Amazon_n106_m196_bt36	106	196	0
1714	1714_BED-Amazon_n87_m199_bt27	87	199	0
1715	1715_BED-Amazon_n123_m182_bt35	123	182	0
1716	1716_BED-Amazon_n153_m219_bt28	153	219	0
1717	1717_BED-Amazon_n144_m285_bt36	144	285	0
1718	1718_BED-Amazon_n181_m281_bt38	181	281	0
1719	1719_BED-Amazon_n160_m289_bt37	160	289	0
1720	1720_BED-Amazon_n160_m224_bt30	160	224	0
1721	1721_BED-Amazon_n137_m211_bt27	137	211	0
1722	1722_BED-Amazon_n178_m260_bt36	178	260	0
1723	1723_BED-Amazon_n175_m245_bt27	175	245	0
1724	1724_BED-Amazon_n186_m250_bt30	186	250	0
1725	1725_BED-Amazon_n120_m181_bt22	120	181	0
1726	1726_BED-Amazon_n98_m284_bt33	98	284	0
1727	1727_BED-Amazon_n148_m205_bt34	148	205	0
1728	1728_BED-Amazon_n163_m266_bt41	163	266	0
1729	1729_BED-Amazon_n179_m264_bt35	179	264	0
1730	1730_BED-Amazon_n92_m160_bt19	92	160	0
1731	1731_BED-Amazon_n148_m259_bt33	148	259	0
1732	1732_BED-Amazon_n156_m232_bt28	156	232	0
1733	1733_BED-Amazon_n161_m254_bt30	161	254	0
1734	1734_BED-Amazon_n135_m175_bt27	135	175	0
1735	1735_BED-Amazon_n135_m252_bt35	135	252	0
1736	1736_BED-Amazon_n150_m205_bt33	150	205	0
1737	1737_BED-Amazon_n120_m224_bt35	120	224	0
1738	1738_BED-Amazon_n149_m232_bt33	149	232	0
1739	1739_BED-Amazon_n117_m207_bt35	117	207	0
1740	1740_BED-Amazon_n161_m267_bt34	161	267	0
1741	1741_BED-Amazon_n156_m218_bt28	156	218	0
1742	1742_BED-Amazon_n136_m239_bt30	136	239	0
1743	1743_BED-Amazon_n148_m213_bt25	148	213	0
1744	1744_BED-Amazon_n78_m208_bt31	78	208	0
1745	1745_BED-Amazon_n166_m270_bt41	166	270	0
1746	1746_BED-Amazon_n88_m233_bt32	88	233	0
1747	1747_BED-Amazon_n153_m233_bt29	153	233	0
1748	1748_BED-Amazon_n135_m216_bt29	135	216	0
1749	1749_BED-Amazon_n117_m268_bt30	117	268	0
1750	1750_BED-Amazon_n167_m293_bt31	167	293	0
1751	1751_BED-Amazon_n136_m232_bt28	136	232	0
1752	1752_BED-Amazon_n169_m251_bt28	169	251	0
1753	1753_BED-Amazon_n191_m294_bt40	191	294	0
1754	1754_BED-Amazon_n111_m299_bt31	111	299	0
1755	1755_BED-Amazon_n113_m238_bt26	113	238	0
1756	1756_BED-Amazon_n144_m187_bt31	144	187	0
1757	1757_BED-Amazon_n151_m279_bt31	151	279	0
1758	1758_BED-Amazon_n122_m248_bt33	122	248	0
1759	1759_BED-Amazon_n118_m234_bt35	118	234	0
1760	1760_BED-Amazon_n119_m194_bt25	119	194	0
1761	1761_BED-Amazon_n184_m287_bt36	184	287	0
1762	1762_BED-Amazon_n168_m279_bt34	168	279	0
1763	1763_BED-Amazon_n128_m269_bt44	128	269	0
1764	1764_BED-Amazon_n94_m211_bt35	94	211	0
1765	1765_BED-Amazon_n86_m200_bt34	86	200	0
1766	1766_BED-Amazon_n188_m271_bt33	188	271	0
1767	1767_BED-Amazon_n106_m239_bt35	106	239	0
1768	1768_BED-Amazon_n204_m292_bt24	204	292	0
1769	1769_BED-Amazon_n177_m290_bt33	177	290	0
1770	1770_BED-Amazon_n142_m253_bt35	142	253	0
1771	1771_BED-Amazon_n176_m258_bt35	176	258	0
1772	1772_BED-Amazon_n159_m249_bt31	159	249	0
1773	1773_BED-Amazon_n109_m239_bt32	109	239	0
1774	1774_BED-Amazon_n155_m262_bt37	155	262	0
1775	1775_BED-Amazon_n142_m218_bt26	142	218	0
1776	1776_BED-Amazon_n155_m267_bt34	155	267	0
1777	1777_BED-Amazon_n198_m284_bt34	198	284	0
1778	1778_BED-Amazon_n202_m273_bt32	202	273	0
1779	1779_BED-Amazon_n122_m195_bt36	122	195	0
1780	1780_BED-Amazon_n127_m175_bt27	127	175	0
1781	1781_BED-Amazon_n91_m198_bt29	91	198	0
1782	1782_BED-Amazon_n93_m171_bt28	93	171	0
1783	1783_BED-Amazon_n161_m192_bt27	161	192	0
1784	1784_BED-Amazon_n160_m236_bt24	160	236	0
1785	1785_BED-Amazon_n101_m218_bt34	101	218	0
1786	1786_BED-Amazon_n144_m201_bt27	144	201	0
1787	1787_BED-Amazon_n194_m297_bt33	194	297	0
1788	1788_BED-Amazon_n198_m287_bt31	198	287	0
1789	1789_BED-Amazon_n184_m282_bt32	184	282	0
1790	1790_BED-Amazon_n119_m214_bt28	119	214	0
1791	1791_BED-Amazon_n135_m219_bt41	135	219	0
1792	1792_BED-Amazon_n109_m221_bt24	109	221	0
1793	1793_BED-Amazon_n160_m295_bt29	160	295	0
1794	1794_BED-Amazon_n163_m238_bt31	163	238	0
1795	1795_BED-Amazon_n125_m170_bt23	125	170	0
1796	1796_BED-Amazon_n76_m204_bt39	76	204	0
1797	1797_BED-Amazon_n166_m264_bt26	166	264	0
1798	1798_BED-Amazon_n137_m205_bt30	137	205	0
1799	1799_BED-Amazon_n138_m206_bt29	138	206	0
1800	1800_BED-Amazon_n130_m244_bt34	130	244	0
1801	1801_BED-Amazon_n92_m295_bt34	92	295	0
1802	1802_BED-Amazon_n181_m245_bt26	181	245	0
1803	1803_BED-Amazon_n189_m265_bt31	189	265	0
1804	1804_BED-Amazon_n125_m222_bt30	125	222	0
1805	1805_BED-Amazon_n146_m244_bt26	146	244	0
1806	1806_BED-Amazon_n182_m286_bt35	182	286	0
1807	1807_BED-Amazon_n150_m218_bt31	150	218	0
1808	1808_BED-Amazon_n177_m257_bt31	177	257	0
1809	1809_BED-Amazon_n197_m279_bt27	197	279	0
1810	1810_BED-Amazon_n149_m243_bt28	149	243	0
1811	1811_BED-Amazon_n169_m221_bt29	169	221	0
1812	1812_BED-Amazon_n168_m266_bt29	168	266	0
1813	1813_BED-Amazon_n126_m250_bt33	126	250	0
1814	1814_BED-Amazon_n201_m274_bt30	201	274	0
1815	1815_BED-Amazon_n162_m267_bt32	162	267	0
1816	1816_BED-Amazon_n150_m223_bt26	150	223	0
1817	1817_BED-Amazon_n160_m246_bt35	160	246	0
1818	1818_BED-Amazon_n169_m292_bt28	169	292	0
1819	1819_BED-Amazon_n114_m206_bt36	114	206	0
1820	1820_BED-Amazon_n160_m234_bt30	160	234	0
1821	1821_BED-Amazon_n185_m277_bt43	185	277	0
1822	1822_BED-Amazon_n148_m240_bt29	148	240	0
1823	1823_BED-Amazon_n101_m232_bt25	101	232	0
1824	1824_BED-Amazon_n150_m234_bt30	150	234	0
1825	1825_BED-Amazon_n99_m201_bt37	99	201	0
1826	1826_BED-Amazon_n67_m182_bt34	67	182	0
1827	1827_BED-Amazon_n157_m261_bt32	157	261	0
1828	1828_BED-Amazon_n149_m228_bt22	149	228	0
1829	1829_BED-Amazon_n179_m241_bt28	179	241	0
1830	1830_BED-Amazon_n184_m249_bt34	184	249	0
1831	1831_BED-Amazon_n148_m247_bt34	148	247	0
1832	1832_BED-Amazon_n152_m233_bt28	152	233	0
1833	1833_BED-Amazon_n123_m207_bt27	123	207	0
1834	1834_BED-Amazon_n138_m252_bt31	138	252	0
1835	1835_BED-Amazon_n163_m266_bt37	163	266	0
1836	1836_BED-Amazon_n206_m289_bt28	206	289	0
1837	1837_BED-Amazon_n152_m221_bt31	152	221	0
1838	1838_BED-Amazon_n121_m243_bt30	121	243	0
1839	1839_BED-Amazon_n169_m273_bt31	169	273	0
1840	1840_BED-Amazon_n148_m295_bt31	148	295	0
1841	1841_BED-Amazon_n128_m259_bt30	128	259	0
1842	1842_BED-Amazon_n138_m241_bt33	138	241	0
1843	1843_BED-Amazon_n203_m268_bt30	203	268	0
1844	1844_BED-Amazon_n150_m261_bt32	150	261	0
1845	1845_BED-Amazon_n126_m232_bt22	126	232	0
1846	1846_BED-Amazon_n132_m215_bt28	132	215	0
1847	1847_BED-Amazon_n101_m164_bt28	101	164	0
1848	1848_BED-Amazon_n196_m275_bt31	196	275	0
1849	1849_BED-Amazon_n176_m242_bt30	176	242	0
1850	1850_BED-Amazon_n140_m232_bt33	140	232	0
1851	1851_BED-Amazon_n116_m250_bt39	116	250	0
1852	1852_BED-Amazon_n156_m270_bt28	156	270	0
1853	1853_BED-Amazon_n122_m287_bt30	122	287	0
1854	1854_BED-Amazon_n136_m203_bt32	136	203	0
1855	1855_BED-Amazon_n85_m204_bt30	85	204	0
1856	1856_BED-Amazon_n186_m251_bt28	186	251	0
1857	1857_BED-Amazon_n108_m232_bt33	108	232	0
1858	1858_BED-Amazon_n172_m287_bt32	172	287	0
1859	1859_BED-Amazon_n157_m284_bt35	157	284	0
1860	1860_BED-Amazon_n128_m196_bt33	128	196	0
1861	1861_BED-Amazon_n60_m178_bt26	60	178	0
1862	1862_BED-Amazon_n205_m299_bt34	205	299	0
1863	1863_BED-Amazon_n121_m213_bt22	121	213	0
1864	1864_BED-Amazon_n165_m269_bt39	165	269	0
1865	1865_BED-Amazon_n208_m272_bt27	208	272	0
1866	1866_BED-Amazon_n165_m283_bt39	165	283	0
1867	1867_BED-Amazon_n55_m192_bt28	55	192	0
1868	1868_BED-Amazon_n151_m191_bt27	151	191	0
1869	1869_BED-Amazon_n111_m228_bt35	111	228	0
1870	1870_BED-Amazon_n106_m151_bt30	106	151	0
1871	1871_BED-Amazon_n119_m208_bt29	119	208	0
1872	1872_BED-Amazon_n127_m249_bt38	127	249	0
1873	1873_BED-Amazon_n157_m209_bt32	157	209	0
1874	1874_BED-Amazon_n159_m210_bt24	159	210	0
1875	1875_BED-Amazon_n159_m247_bt34	159	247	0
1876	1876_BED-Amazon_n106_m271_bt34	106	271	0
1877	1877_BED-Amazon_n138_m200_bt31	138	200	0
1878	1878_BED-Amazon_n153_m208_bt24	153	208	0
1879	1879_BED-Amazon_n135_m215_bt29	135	215	0
1880	1880_BED-Amazon_n113_m250_bt37	113	250	0
1881	1881_BED-Amazon_n156_m224_bt35	156	224	0
1882	1882_BED-Amazon_n77_m165_bt26	77	165	0
1883	1883_BED-Amazon_n121_m177_bt21	121	177	0
1884	1884_BED-Amazon_n95_m258_bt34	95	258	0
1885	1885_BED-Amazon_n154_m236_bt32	154	236	0
1886	1886_BED-Amazon_n147_m243_bt35	147	243	0
1887	1887_BED-Amazon_n133_m188_bt30	133	188	0
1888	1888_BED-Amazon_n168_m223_bt37	168	223	0
1889	1889_BED-Amazon_n99_m294_bt33	99	294	0
1890	1890_BED-Amazon_n173_m263_bt31	173	263	0
1891	1891_BED-Amazon_n138_m251_bt34	138	251	0
1892	1892_BED-Amazon_n146_m278_bt43	146	278	0
